corporation,lastmonth_activity,lastyear_activity,number_of_employees,exited
kzja,45,4469,36,1
yils,4180,2620,1702,1
xsoh,37,407,3,0
ppzz,3,472,167,0
fzvt,4091,590,444,1
nfpm,41,9,351,0
scks,3928,8454,13,1
dkxo,64,360,61,0
rrty,7,1477,119,0
cxfy,43,881,2302,1
drxm,93,239,16,1
uttr,61,307,45,0
hccb,474,210,441,0
eygu,68,8511,186,1
vmny,4606,494,343,0
zibm,21,3231,189,1
urmg,43,3013,20,1
bena,3241,25,0,0
anor,2865,2919,203,0
ejco,70,46,1767,1
lkyq,23,113,19,0
orzf,760,871,10,1
jlqu,87,119,10,0
fcdv,53,53,16,1
rzmk,1692,914,25,0
csqk,86,10,121,0
lxvj,8,311,220,1
dzzj,583,36,521,0
shvh,53,878,13,0
nypn,2453,329,10,0
ptqn,92,806,23,1
sfds,2549,220,248,1
xjsk,2491,832,17,0
vsyd,96,2478,201,0
bysz,8,167,186,1
deor,34,401,21,1
tcfw,49,363,246,1
zzei,66,20,525,1
rfun,2331,3805,222,1
mjck,1913,947,25,1
ifmd,80,660,24,0
dzih,369,169,15,1
mtyz,34,462,473,0
wnfu,59,2363,213,1
ifgb,39,106,184,1
icjc,92,359,21,1
olqh,2852,364,3044,1
liox,8,194,23,1
ojva,41,283,12,0
cjam,2869,10426,233,0
yvhf,729,5693,8,0
fldo,80,186,2,0
gcxb,10,240,17,1
gtwn,70,245,360,0
gsay,97,124,18,0
gyub,2383,5922,8,1
ifch,69,14,26,0
pwpf,3109,593,6,1
cubo,76,292,4,0
vpil,1865,1945,216,1
vkmm,84,43,624,1
mfov,85,45,21,1
hbcq,746,140,0,0
izmg,1,507,152,0
bxqh,637,446,444,1
dnxa,1551,208,15,0
pawi,2994,831,9,1
vgpg,64,272,15,1
boob,41,273,68,1
alxm,32,459,17,0
kowe,51,399,75,1
xxms,2814,940,13,0
dpdv,41,76,98,0
muzu,36,143,24,0
mwtb,67,329,1252,1
qjbu,87,5203,248,1
tgku,319,35,385,0
feib,4463,65,348,1
ainl,43,558,218,1
zajk,3342,589,202,0
jtqk,84,390,3,1
zzno,44,783,250,0
kxqx,23,10,16,1
shve,546,1549,9,0
ingn,917,536,71,0
xxaa,403,193,423,1
qmmy,59,555,113,1
dgpw,86,240,30,1
mklm,79,517,16,0
enea,24870,89,47,1
tpam,16,29,16,1
yedw,4520,160,18,0
okfx,28,5259,79,1
ugdl,6,53,9,0
igvs,46,24,428,1
vclk,690,69,14,0
qdli,1572,85,66,1
ysim,34,22,440,0
pplk,79,51,80,0
nwmd,37,258,234,1
xqjn,64,901,0,1
rnpa,24,404,35,1
zzwc,679,54,12,0
zdls,98,565,269,1
pwls,71,949,40,1
weri,30,562,208,1
qnjl,704,477,7,0
gpch,97,431,211,0
ecad,59,318,8,0
trba,95,427,23,0
qnbr,6,1,13,1
zcwr,14,4027,435,1
swny,1623,5786,21,0
flbw,82,86,156,0
voup,71,296,19,0
midt,56,301,441,1
ksvb,58,507,555,1
mbpl,51,129,1490,0
nkcc,95,1044,0,1
mntf,29,1067,2,1
xagv,484,725,215,0
ppvs,97,550,12,1
lpzh,76,174,7,1
qcga,84,190,70,0
jhae,17245,277,5,1
cybi,3807,8304,648,1
oprr,76,4739,18,0
rgdp,1557,113,3710,0
dzoe,41,479,193,0
yybl,61,102,555,0
rlvd,78,550,517,1
tyqk,2459,116,21,1
rfgf,515,216,22,1
rbkp,45,841,75,0
nvcz,744,274,15,1
rbfe,436,22,419,1
tdpm,24,5324,19,1
pstu,97,69,1,1
nkmg,76,3,491,1
afnj,70,3515,195,1
aqog,41,419,5,0
vtqf,93,355,8,1
gnrt,23,297,3,1
tiac,18,582,59,1
bsly,2002,356,3554,1
xime,2750,3828,20,1
jskz,91,152,106,1
tehb,2209,31,138,1
jwmx,2679,150,326,0
pnsb,7,98,156,1
vjva,3180,8437,4,1
yuaw,2980,49,313,0
hpox,2937,7853,466,1
ittl,1464,21,9,1
xlku,36,275,12,1
qxwm,27,5206,209,1
sfkj,62,321,13,0
maah,2988,80,17,0
ncgh,87,117,151,0
aunx,2842,100,164,0
mpde,85,461,244,1
gxaq,2228,136,80,0
jbdx,49,4940,122,1
hbzd,83,38,358,1
vqof,91,1463,9,1
edzf,286,8470,16,1
toue,31,6837,202,1
cdmy,11,54,200,1
modq,74,996,841,1
fpdh,68,476,15,0
jjal,53,133,406,1
wejo,4200,110,24,1
hsfi,1073,78,13,1
uxwb,17,92,2469,0
wgbl,3125,146,0,1
jjdg,57,21,248,1
rgnc,4539,518,134,1
sokw,45,4703,2,0
ight,97,654,3,1
waty,30,8651,388,1
ycwx,54,622,555,0
exgc,2691,184,23,0
hdqm,3429,44,12,0
nlgn,17,283,12,0
tdpn,290,266,2,0
stfb,82,216,201,1
ibts,211,355,192,1
dvck,86,595,3,1
hbhw,305,5641,68,0
fjel,2055,116,333,0
mmli,72,4587,19,1
kspd,3757,867,819,1
dwue,76,376,207,1
nklq,3174,122,24,1
dggh,75,32,115,1
spva,48,57,486,0
cqir,22,398,10,1
cqzq,71,804,2702,0
dgmf,72,8928,466,0
flvc,307,424,18,1
abvg,12,168,25,0
bcls,80,284,322,1
nprv,4765,69,253,0
qdga,4749,19,447,1
ezwt,2461,17,3,1
vdlw,56,561,577,0
dzrf,1550,224,9,1
enzm,93315,325,11,1
xwne,17,5538,192,1
srlk,89,6004,17,1
fxlj,6,109,4,0
vanv,71,3351,977,0
fjef,907,380,173,1
wkjp,39,79,16,1
brvu,1379,496,200,1
mkiw,2606,442,308,1
ufgw,1662,290,15,0
rgpi,8,199,44,0
vcie,1637,666,1717,1
dvch,90,166,284,1
uztu,1496,903,1,1
zfcj,830,178,3904,1
vxyl,81,227,16,1
oamm,26,2234,55,0
fwto,97,588,24,1
qkty,70,339,446,1
jnry,65,5145,183,1
wdrb,45,353,1,0
kksz,37,11,233,1
dzhu,161,705,154,0
abdj,1970,321,1895,0
lllj,2195,317,1,1
thwp,102,250,23,0
miwv,77,346,14,1
zjze,53,95,12,1
mkeu,57,251,24,1
ivzk,36,2934,20,1
exym,97,275,6,0
qtga,4238,8025,369,1
kvtg,2179,9850,198,0
sybp,82,5313,8,1
bacj,756,377,6,1
dppj,2,78,100,0
fuzu,34,520,48,1
aqvq,26,109,1,1
edap,2697,123,16,1
agdd,65,178,241,0
dond,96,3636,24,1
noev,1558,324,16,0
hqkh,60,451,17,1
krzs,65,467,443,1
vwkq,18,530,4,1
pgzq,20,216,938,0
smob,69,92,7,0
zkrz,1524,548,23,1
fciw,59,26,11,0
tdmo,46,33,15,1
jgua,3,191,211,0
xcky,16,150,14,1
vllt,51,253,16,1
uvth,2837,161,1206,0
ihiy,23,529,7,1
qead,2055,277,28,0
thet,71,4,110,0
eupa,10,53,18,0
adbo,9,665,18,1
kkse,8,407,164,0
qqzw,22,240,240,1
qesx,187,55,121,1
wlue,13,10771,179,1
qyam,4837,9,13,1
lgfe,840,7230,78,0
nbnn,817,265,872,0
robk,1796,6964,6,1
qevr,75,8,11,0
lzvz,3835,833,1649,1
xsow,37,6,3,0
ulze,99,746,202,1
uwzx,1875,249,6,0
abtd,19,502,11,1
jqvv,17,3615,114,0
jcov,64,9,163,1
dosk,118,929,81,1
zjhg,6492,289,2,0
fhap,3731,233,14,0
uqku,96,437,3855,0
fijb,2664,8642,22,0
jfrc,1659,495,295,0
hkkt,30,254,3364,1
zzpu,25,45,632,1
wtxx,3110,8,634,1
dgxh,54,388,173,0
qgmy,871,82,21,0
ghdp,949,13,19,0
rspc,71,1,19,1
omok,49,577,14,0
nhqu,10,82,358,0
swlf,1396,230,7,1
sgjy,51,93,641,1
ekts,13,1871,67,1
ykol,1378,445,86,1
wums,9,43,2,0
ifpr,1283,172,18,0
efcq,2620,188,15,1
qdkw,56,224,10,0
vqty,2292,464,5,0
gnpt,97,312,0,1
bszc,2603,89,107,1
hdrv,2,818,205,1
aloj,2742,3,2158,0
xsmz,88,15,48,0
uvcq,88,275,145,1
eyzx,62,529,11,1
nwwy,256,270,1,1
lily,2108,8237,48,0
zima,3284,307,7,0
rexh,2994,187,6,1
tbkf,2145,1057,21,0
ezst,4,2243,16,1
hkpm,425,674,1894,1
zcgx,17,1010,17,0
szip,2946,6633,8,1
mfmf,3829,71,581,0
xnxt,91,261,24,1
wnzq,4741,1203,1,0
mpeh,962,662,6,1
brri,67,408,551,0
azqx,2689,6678,58,1
ejxy,75,274,159,1
rozs,69,382,12,1
hdda,4670,292,14,0
khlp,66,111,2,0
spbw,100,360,94,0
fxfp,59,308,649,1
lqzh,45,577,44,1
jiwu,5,153,57,1
ovlg,1564,635,177,1
kkqv,12,565,0,1
nmkh,4399,361,9,1
fcdi,24,10,4,1
wgbu,1147,269,0,0
kuqp,32,2452,3,1
wocz,29,282,231,1
hsab,92,255,499,0
khqb,64,35,17,1
yglf,4281,446,46,0
fqqm,4742,11,251,1
cgqe,1723,296,2067,1
vnyt,8,69,55,0
qxso,802,725,11,0
evke,2416,380,178,1
cabm,2152,914,3792,0
bhvm,2,182,438,1
doqb,57,88,10,0
bagg,449,355,194,0
mktp,4793,192,0,0
gqcx,90,2437,407,1
xzls,3134,533,8,0
wxxp,47,116,24,1
mmhf,1924,6729,833,0
xfjg,25,528,263,1
atly,23,475,1838,0
axpd,3708,511,17,1
uxcs,5,13,17,0
yafw,10,4386,20,1
mnrd,41,1725,64,0
ttjt,64,272,162,0
pngm,21,2216,1,0
ldhh,1734,8354,34,0
nnbv,1,171,25,0
snyy,23,103,48,0
xrhq,2670,115,10,0
twmw,42,4399,355,1
keqi,64,40,19,0
yrqz,2015,3048,359,1
vfge,3594,391,10,1
vwat,4256,364,297,0
fjju,3,4291,156,0
xphh,84,558,396,1
niww,1729,6825,496,0
quzj,81,143,15,0
sspc,2064,7610,19,0
vhxy,38,384,3874,1
hldr,3751,7268,153,0
ihrw,99,564,159,1
xiii,14,812,195,1
jsqb,6,11,21,0
nwcq,3353,295,372,1
mkli,100,337,6,1
bwec,780,5783,3,0
lfme,94,312,138,0
euov,1690,400,13,0
amxz,15,184,17,0
juop,3100,112,285,1
myvl,611,96,9,0
axjl,554,141,52,1
whoi,34,14,537,0
igxm,2383,343,20,1
oclo,45,239,3,1
lmbf,1604,467,131,1
whim,2187,5,538,1
yncy,50,155,111,1
upvw,332,56,25,0
ybxs,4721,45,517,1
gmid,47,186,409,1
qfys,58,835,58,0
fbam,13,1052,12,1
vvbz,24,220,24,1
yhrq,4280,4280,0,0
bhco,3912,229,466,1
bbzq,1723,186,12,1
xmop,1190,7951,13,1
pvsx,44,5876,875,1
wfrf,2892,465,108,1
ssae,27,62,22,0
ptue,34,36,1715,1
pufy,46,95,21,0
pruf,23,20,324,1
spdz,4981,36,23,0
qghd,287,49,49,1
spgy,79,270,20,0
bsmp,86,524,9,0
inos,99,594,20,0
bnej,25,585,207,1
pvzy,5,42,9,0
haog,2814,117,22,1
innn,64,4631,11,0
kgck,3732,42,15,0
jcqc,39,404,25,1
qmhi,1104,6411,78,0
gusc,85,453,25,1
xssl,34,494,1867,0
gdti,77,8646,12,1
rmrz,2589,36,4,1
brnw,2133,26,533,1
yele,2073,694,127,1
sytq,630,206,15,1
ephb,1180,45,6,1
qfnv,3760,41,25,0
knph,53,10,207,1
gtmp,57,497,501,0
vkee,22,240,98,1
kdyl,53,497,250,1
druj,62,89,438,0
vvum,3736,333,578,1
rmuv,83,707,36,1
zyzx,3127,32,401,0
pybb,4343,6400,5,0
lrjt,92,316,20,0
scrt,576,349,1739,0
ycqa,99,3609,17,0
uhqm,1465,548,282,0
dtco,2443,39,22,1
bodp,806,133,42,0
nsqw,61,274,244,1
kwjp,1848,72,347,0
zyhl,2782,178,22,0
bfpm,81,129,219,0
rpiu,83,489,1,1
iqsx,2519,6460,18,1
rmpg,1264,632,14,1
mkkm,89,523,41,1
yxrf,3107,77,242,1
qdtt,4798,245,65,1
kynt,572,944,4,0
sjfm,11,686,19,1
agjc,7,183,21,1
oczh,2689,495,349,0
ymkh,3,92,187,1
muet,328,32,3,0
wubz,1,7803,11,0
cptn,4003,458,15,1
xxfk,71,718,3821,0
ndfl,62,2147,1,1
nrob,6,10014,474,1
rccy,55,5860,8,0
pgjc,5,3517,14,0
reou,3180,2233,20,0
pqsz,2460,33,639,0
tcmr,69,885,23,1
tojj,4994,572,1324,1
fcbe,85,111,25,0
pvpa,52,548,17,1
fqyd,2740,4719,21,0
kztn,3896,18,17,1
gkme,4185,222,1,1
pvwq,4714,1164,1967,1
tnpz,1412,538,194,0
jhpj,34,199,57,0
ynbb,23,412,120,0
osri,99,17,12,1
sfxb,11,190,4,1
rykj,4960,445,7,0
qxdy,78,6718,443,1
decn,55,249,538,1
lmno,81,1401,10,0
ezhv,716,6311,3,1
txrw,6,9335,19,1
qnov,471,1055,49,0
eowp,1574,6255,15,1
vxrr,3649,408,492,0
puap,82,539,8,0
yhjf,69,650,241,1
wblt,826,637,1565,1
ioyz,3351,2756,12,1
atwx,70,134,1359,1
wgqu,3677,3145,274,1
udui,3105,272,203,1
ovep,54,1573,193,0
zftc,1,6621,4,0
jxqr,10,26,133,1
wtqu,56,185,4,0
zvmh,2266,91,1196,1
ornw,95,105,17,1
ystu,60,74,16,1
otvl,2909,5316,250,1
eoci,37,89,68,0
vlmd,88,38,10,1
qits,212,103,183,0
qkhm,89,1012,247,0
zrel,54,15,922,1
qykj,59,881,174,0
ynnq,66,249,5,0
vats,96,2,5,1
oxeq,13,358,937,1
oiuu,754,579,4,0
fxop,2018,116,118,0
djwq,89,47,201,1
mbmq,583,499,25,1
uzjj,97,267,55,0
kevu,9,132,245,0
mtcr,7,5410,10,1
fzui,9,147,138,1
gfpu,82,1014,138,0
ecim,79,99,97,0
uoqt,76,120,23,0
ttah,33,61,242,0
pcth,50,4733,16,0
bvdl,38,355,557,1
uded,48,873,95,1
mrbw,2346,2397,3,1
aczt,972,310,3829,0
iqff,86,782,3059,1
kouj,1223,174,62,1
piyg,2965,125,180,0
bboo,81,289,18,0
ekdn,53,382,248,1
zhap,4629,12,12,0
ouva,63,1099,1938,1
rcux,3325,504,428,1
zudp,53,6797,526,1
uaib,1672,129,143,1
zset,16,588,230,0
mwwt,2185,17,5,1
siax,1793,272,131,0
eikr,39,3983,1,1
qkrq,16,1,10,1
zhjj,65,107,290,0
gtsb,365,51,1,1
bcih,469,151,25,1
hdcc,72,8025,7,1
szlz,69,595,3,1
mfbb,41,15,20,1
xowx,58,740,50,1
ekuv,60,989,59,0
mtai,59,286,3,0
onco,97,7593,3795,0
hcjo,88,824,136,0
xzzi,756,5950,20,1
beyp,1812,21,83,0
etpq,83,9,160,0
wtgc,1670,597,4,0
pjri,22,434,241,1
smgn,443,239,7,0
tmvk,0,506,36,0
vqdi,2675,5,7,0
tohj,814,152,13,0
fplc,99,430,223,1
clht,4540,27,94,1
omrg,34,112,22,0
rebb,72,1072,16,1
amvl,46,79,15,1
dgqa,4246,349,437,1
emto,72,455,20,1
ljqe,2161,529,1841,0
iqxj,26,892,210,1
vtyf,2627,716,3289,0
jtlo,3708,575,13,0
arxk,91,63,13,1
qfwk,21,241,1,0
hyll,68,262,84,0
fymy,3804,3100,471,0
rldi,2447,163,384,1
qthp,1849,416,483,0
zvbx,1961,843,3230,0
vfvr,2599,446,473,0
wqkf,2140,660,21,1
wrgj,82,75,19,0
fiql,2985,8419,601,0
rubg,53,9264,233,0
njet,91,267,1,1
tqym,9,269,3,1
otob,7,141,777,0
dosv,1245,29,39,1
vlwa,3,889,200,0
tucy,681,148,11,0
lbob,2501,372,2689,1
kmwo,2572,688,188,0
ulhp,9,61,38,0
wvlw,4255,491,1297,0
nsgy,18,934,5,1
uqmg,45,40,18,0
ezag,65,249,337,1
rggw,19,851,18,0
renn,82,2731,17,0
vpoo,2058,147,66,0
xiaj,4708,5541,21,0
abke,57,355,2,1
bttx,1233,268,164,1
nrrp,30,983,49,0
cptr,97,633,72,0
hztv,100,258,215,1
yxlk,59,817,43,0
dpyy,43,273,2,0
weno,87,71,1,0
amlc,86,565,22,1
tubr,692,784,107,1
tecn,9,90,156,1
btlw,2606,313,19,1
xlgd,56,90,521,1
yhyo,801,343,484,1
mdua,1903,4557,9,1
ewfp,840,234,550,0
uswq,83,143,463,1
hacl,1567,152,22,0
wped,4,190,142,1
gguf,72,398,382,0
tpbo,54,339,7,1
bwtx,67,537,6,0
cprt,762,2031,175,0
oaff,76,2939,23,0
rgei,2962,283,148,1
gyba,1847,571,194,0
geco,4458,6082,15,1
thpc,2041,479,25,1
owwn,2390,140,5,0
kaeb,872,10487,2451,0
cvtk,70,598,176,1
qpfj,1743,431,119,1
oaef,20,961,84,1
hjuw,1242,7250,435,1
cuvj,17,735,4,1
txde,70,365,11,1
mkhe,17,53,400,0
fpsc,4865,150,495,0
tiya,43,995,189,1
mlks,936,913,11,1
njfo,46,294,7,1
dlpy,2616,70,428,1
snwm,857,168,20,0
evdi,734,10,380,1
huhq,2,5022,22,0
gkgt,63,8087,19,0
djyq,59905,405,15,1
nibd,2409,304,232,1
voza,97,142,1171,0
ehcv,53,390,213,0
nifx,1384,66,17,1
mcni,89,1019,20,0
rspe,98,357,243,0
hyac,47,8001,20,1
yufw,46,279,98,0
esnq,4,371,60,1
oiyr,3145,145,523,0
obcc,3239,2310,92,1
wueh,72,298,1369,0
xcxm,22,5487,240,1
dslg,36,597,89,1
sprx,2,3360,22,1
quog,86,398,68,0
heyg,50,415,17,1
woin,2648,899,102,1
zpwa,100,405,94,1
jcta,10,382,211,0
hghk,33,2005,1064,1
mgxv,78,28,5,0
gksz,48,299,595,0
wquq,2828,235,1420,1
aeyp,88,134,16,1
ines,1586,411,3251,1
nuoh,96,177,26,0
rixa,30,575,0,1
vdct,384,855,160,1
tuwp,14,247,1816,1
qayy,34,79,3,1
zngn,83,129,3,0
zprj,1,271,3,1
cvms,1760,90,3953,0
eaei,2331,840,1197,0
jsci,1188,898,95,1
rrbb,14,36,24,0
dugg,2808,5,373,1
uljv,50631,530,12,1
vaku,1324,8161,392,0
gtlp,411,100,567,1
sukt,1124,205,211,0
lqav,20,762,18,1
oukf,73,638,204,0
ycfe,4607,39,17,1
uoqt,0,2238,1175,1
aiet,4252,92,153,1
qztm,1135,131,408,1
fspd,63,8359,11,0
ahfu,2140,579,72,1
jwxo,2782,4715,379,1
vtuk,91,5703,13,1
jqxb,26,8360,12,1
anlb,58,46,398,0
elsh,599,2383,1507,1
kuef,30,533,6,0
tvaa,76,7812,2526,0
jxpr,4427,102,1461,1
fhda,491,248,253,0
dcrx,1307,948,1323,0
gdco,9,556,15,0
krcl,3342,582,22,0
sfbo,3896,143,19,1
pbyo,42,486,98,0
gfkf,52,555,12,1
myfi,56,233,32,1
gbvi,34,991,2305,1
ncmp,31,313,5,1
ifqu,1366,224,503,0
gurv,81,476,12,1
cjxa,1408,90,23,0
ryoe,68635,6235,125,1
wazm,92,347,3,0
auwc,1804,2538,916,0
bkrh,94,692,1652,0
nkmu,7,32,593,1
kekk,1387,271,521,1
zslz,20,75,24,0
xpzo,3168,108,17,0
lwxv,1192,1192,12,1
cgwj,71,4962,10,0
vwhd,3362,358,51,0
iafp,4947,5,3,0
tmwt,84,333,24,0
rxud,51,3258,94,1
elsh,1218,163,6,0
cihn,79565,631,76,0
xsdm,61,4736,620,1
rbjb,77,920,190,1
stwr,11,130,24,1
iqbw,837,7723,168,1
gfbx,4176,8677,4,1
pqbt,85,10885,104,1
igef,862,428,50,0
hckf,50,44,15,1
yguj,80,6119,7,1
mwwb,81,348,265,0
tnuy,72,758,22,1
wrbo,15,103,254,1
aqfb,1677,719,11,1
ijbl,331,10906,31,1
yrgg,80,6191,342,1
abkr,81,90,240,1
ihug,2267,512,116,0
umro,56,14,1728,1
dlem,52,448,90,0
gytf,87497,115,125,1
rmwb,2427,41,637,0
fqdc,56,10998,9,1
omtf,4,6909,418,0
bexi,52,277,40,1
cnpu,1931,124,122,0
slvy,57,21,228,1
zsxe,2290,877,22,1
jvbo,51,599,20,1
dkaq,2215,107,3,1
bnfl,65,1050,121,1
iyfv,31,66,241,1
vwdm,97,248,0,0
jcsj,69,540,10,1
nwnz,57,477,9,1
cfrf,59,595,239,0
qcbk,69,265,443,1
zbbv,35,9923,1976,1
towe,73,58,16,1
rwbs,4453,368,591,0
dwoh,0,138,217,1
ipdm,93,5846,166,1
wvtw,25,57,1745,0
keei,86,23,2,0
bxzk,68,386,424,1
jsiu,350,1006,19,0
cagk,61,41,271,0
vwol,87,2301,501,0
qoub,1029,217,4,1
sdyq,3580,885,45,0
gzsl,61,740,238,1
aeix,2391,39,23,1
ozwa,247,4672,514,1
zlwf,593,221,422,1
rilc,1192,728,240,0
fwzp,34,4113,19,1
nxhz,3731,284,20,1
ophl,1601,160,481,1
jldw,90,8512,107,1
kdek,2697,180,175,1
tatb,1054,21,14,0
vgaf,38,344,3,0
vnxs,1978,103,168,0
vckj,27,528,1,0
rcdh,4018,5,434,0
zhxf,4868,6809,8,1
mqcm,4135,483,491,0
auzh,1147,223,303,1
coix,1554,156,16,1
ggcx,739,429,123,1
fzcu,62,46,108,1
ejya,95,210,4,0
orlu,51,351,52,1
odgk,35,43,15,1
aysg,41,8021,630,0
gljj,31,8585,91,0
jguw,4455,116,24,1
jewa,2146,115,216,1
nogb,79,2,4,0
kkpl,25,142,5,0
sbqh,1174,274,14,1
tnrs,16,828,20,0
vfvu,4141,503,1104,0
kqxz,31,101,2,1
kqwc,3909,342,302,1
glee,4378,132,247,0
pefh,59,1800,2971,1
fegz,71,891,19,1
mzgy,2167,419,18,1
evfu,1923,232,19,0
cgjr,891,653,200,1
urbd,61,112,19,0
jyrd,78,101,10,1
qvks,50,6766,144,0
ygce,82,1443,1131,0
vskw,92,240,247,1
ceod,2820,534,569,0
wtfv,2007,20,24,0
simh,2223,1,6,0
hkat,62,67,20,0
ngpc,61,486,25,1
ctiv,3894,478,200,0
pypg,3140,96,9,0
dfxc,4,24,215,1
ybbp,4932,8677,19,1
tvjh,11,99,0,1
dzgq,806,606,138,0
jopz,1695,29,142,1
pevu,55,4979,46,1
rtzf,1772,1069,209,0
dktn,92,113,492,1
rugb,9,715,74,0
aclu,66,540,8,1
qckt,53,175,498,0
xufo,1843,2488,1396,0
zluq,310,112,93,1
bgvb,52,49,6,0
knsa,4329,365,13,1
zrjz,53,104,8,0
fngy,1557,697,170,1
bosm,2682,53,54,0
fzqh,99,156,10,1
azpq,7,933,222,1
wcab,93,784,59,0
jmkq,1939,443,9,0
rghi,99,371,4,0
pbny,92,2721,77,1
vhgn,84,138,24,0
grfu,78,108,7,1
dsjc,2930,94,122,1
rkaf,1732,62,20,0
fjwq,35,381,7,0
pnft,856,1884,3517,1
rjww,29,238,333,1
pphz,4351,96,194,0
jwii,63,667,67,0
ufpx,43142,522,187,1
yazd,3775,309,12,1
lavq,40,148,568,1
aosw,1433,1470,131,1
hcyy,91,6399,21,1
nwgh,1638,7213,2,1
asbi,82,103,17,0
vmnu,2599,3178,466,0
usod,1818,112,23,0
pywb,4953,128,25,1
ptwv,35,87,8,0
xmpz,68,29,10,1
muep,1049,240,41,0
cmgv,84,107,359,1
oytj,1015,32,405,1
ipjg,43,10221,212,0
yhiz,2717,347,23,0
qwmo,8,72,1536,0
nkhq,61,525,85,0
uqpp,75,305,188,0
mzhs,1783,116,21,1
nqss,55,771,12,1
alin,33,368,218,0
lowc,13,302,25,0
znhi,79,16,43,1
oyod,2448,181,170,1
xwri,36,4790,12,1
ddqd,28,1100,114,0
qvdo,31,993,186,0
gvdk,2892,995,13,0
hccv,1970,710,114,0
zxsm,2961,132,1,0
qhpg,46,132,13,0
eihv,2205,423,543,0
iebs,1016,464,2,0
deuo,2102,27,318,0
biev,142,147,552,1
wkik,79,3668,1129,1
sbks,93,87,177,0
lhsf,1550,773,40,1
vtxp,2369,608,2781,0
xzhv,85,32,6,1
xmgq,22,482,21,0
zxqg,1509,58,1826,1
qlzc,3361,59,328,1
cwqi,16,700,21,0
lkpz,586,39,25,1
ixjr,4675,343,12,1
rgmz,98,480,8,1
jpar,298,6009,6,1
ruhg,240,129,14,1
fvln,2600,4475,9,1
vbsj,739,547,17,1
wgqd,30,78,3,0
rsqz,392,6205,149,1
erkm,32,227,3,0
tdlo,68,8091,6,1
nzgp,11,87,136,1
wffh,2797,82,12,1
lxmy,31,122,2,1
yavr,260,392,107,0
glry,78,295,238,0
kshe,48,986,22,1
qucp,782,311,22,1
wxlq,2401,393,1859,1
frqv,36,2263,86,1
xlrd,2624,34,140,0
ngjo,75,974,15,1
bism,94,35,11,0
sngw,1678,166,1,1
ajdz,22,351,19,1
rojt,2838,4299,9,1
wibp,3071,210,20,1
bisq,2195,920,125,1
gfyw,15,511,13,0
bist,1832,380,0,1
uryd,49,7755,4,0
evtp,64,6143,12,0
mbfm,2,54,568,0
bbht,9,89,20,0
lygc,926,441,6,1
tsxf,17,117,9,1
bior,1067,96,10,1
sojx,2932,115,4,1
sacq,70,444,9,0
tksm,733,300,620,0
ajcm,19,213,24,1
zcit,36,235,13,1
trtc,61,319,20,1
lflz,2301,491,8,1
ijel,2852,634,155,0
xrtg,1330,488,62,0
hpsy,4086,1635,200,1
cmix,3442,461,459,1
bgen,2128,283,227,1
gawx,29,11,8,1
puop,2679,102,8,1
qyky,85,350,725,0
iwbl,4795,76,1430,0
lqxz,16,82,7,0
xjga,116,864,37,0
ylhn,32,225,8,0
rqgq,2084,87,278,0
mnmc,61,128,202,0
hkzk,4604,243,19,1
hypn,64,5318,9,1
oiko,61,409,162,0
epmf,1580,27,557,0
avig,22,626,18,0
pzap,2127,798,153,1
jwtn,4,586,433,1
ppll,58,2050,192,1
uarb,1863,604,13,1
tkij,61,1522,190,0
kjaf,49,721,19,0
rims,71,49,24,0
vmyg,4802,4350,63,0
lsfq,87,413,4,0
ehtz,76,38,4,0
dihg,31,431,557,1
zvoi,95,1018,6,1
ujvq,970,444,214,1
jhxd,2183,198,87,0
bssd,62,387,3,1
fflq,964,173,2528,0
mtlo,1704,574,57,0
qbnh,11,899,132,0
bwev,2813,4379,803,0
oepz,3,296,25,1
otfj,31,160,546,1
sqvr,7,4,19,0
uutd,20,202,1,0
orai,1850,211,206,0
pxky,99,6302,86,1
kfae,36,115,6,1
virz,4071,425,9,0
hxxe,2569,364,9,1
mzap,1,353,6,0
enir,1075,399,997,1
isxf,1988,373,20,1
pjjc,1731,466,3,1
epqj,1,97,12,0
wwfh,2549,3172,313,1
hfrd,1300,784,140,0
whag,94,8225,206,1
loka,12,50,15,0
qwag,2804,147,2,0
rsty,3039,3366,19,0
mhww,64,509,1365,1
xuoj,916,181,2,1
eply,1298,1000,9,0
qfbb,27,52,1744,0
hryt,1058,477,1976,1
nabz,85,333,6,0
hwip,63,517,0,0
blxk,71,4552,2,0
lbel,51,221,465,1
ujwn,15,215,2373,1
mnpj,16,2,13,0
xzpa,88,440,7,1
aevm,86,8384,182,0
hhqr,1733,642,53,1
ryvw,1316,98,19,0
qqnb,58,607,17,1
eqpc,14,6464,125,1
gxim,18,101,319,1
bxvv,11,191,3,1
rciw,90,268,12,1
hwuu,40749,260,234,1
oaxt,22,294,382,0
dktc,37,2219,107,1
ifwa,24,545,14,0
lcdv,614,125,55,1
mfcb,1269,386,10,1
uadj,59,554,469,1
ffcy,0,394,618,1
jitn,2617,8,150,0
mgnv,1887,5896,479,0
lmhv,40,4906,14,0
bwcj,2534,444,22,1
xhaf,28,5092,233,0
nfum,15,790,9,0
kpiz,98,881,23,0
woia,2810,473,471,0
dgdl,20290,111,106,0
obue,18,520,16,0
gjbm,70,270,426,0
eacl,29,17,1,0
dyqz,9,180,7,1
ivww,86,212,0,0
nshe,76,355,196,1
aigf,7,799,5,1
